,text,label
101,"Звонит, смссит и даже работает как читалка )) Собственно, за тысячу рублей это уже весьма достойный набор характеристик Бонусом здесь идет также неожиданно неплохой аккумулятор. Учитывая то, что и экран и процессор в этом телефоне потребляют совершенно смешное количество энергии, батареи на 1000 мАч хватает на впечатляющие 3-5 суток. Ну и плюс, в этом телефоне в Ютюб не позалипаешь, в игры не поиграешь, соответсвенно, и расход значительно уменьшается. Пы. Сы. Внезапно тут есть камера )) Не абы что, но я пробовал фоткать документы - фото как фото, все что надо видно.",1
102,"Внешний вид, общая стабильность и скорость работы, производительность, неплохой !очень! громкий звук, цветопередача, связь. Пластиковый прозрачный чехол, быстрая зарядка и наушники в наборе.",1
103,"экран - большой и фул-эйчди. память - и оперативной и внутренней много, плюс можно карту памяти докупить. цена! покупал за 7200. с учётом предыдущих параметров - вообще красота. современный дизайн.",1
104,"Много флагманских функций. Хорошее качество связи в том числе Vo LTE, вход по face id, большой и сочный экран, большая оперативная/постоянная память, хорошая оболочка, неплохие быстрые камеры. Очень точный и быстрый датчик освещенности, ну и конечно аккумулятор! Время работы можно растянуть на 3 е суток. Ночью почти не потребляет. На день хватает примерно 30-35% заряда.",1
105,"громкий звонок, чёткий звук собеседника, яркий экран, крупный шрифт, док-станция для зарядки, большой аккумулятор.",1
106,Шустрый заряд Li-Po 5260 mAh заряжает за 25 мин. на 58% Камера с разрешением 108 MP Использую 2 месяца: Не глючит не греется.,1
107,"Телефон ARK Power 4 большой хороший экран, САМОЕ ГЛАВНОЕ что я искал почти год - это КРУПНЫЙ ШРИФТ у этого телефона, у кого зрение +1.5/+1.75 может смотреть без очков - очень удобно, большие приятные на ощупь кнопки - для моих пальцев, крупные цифры на кнопках даже без очков видно, русские буквы крупнее - чем у других телеф. это тоже плюс, ну а динамик это просто рупорт, с огорода услышишь, разговаривая по телеф. и ты и тебя хорошо слышно, SOS тоже хорош - крича на месте сиренной - отсылает СМС и делает вызов, есть камера для видеосъёмок - я ей не пользуюсь.",1
108,"Хороший вариант для ребёнка, большой экран, производительный процессор..",1
109,1)Выглядит не плохо 2) Наличие NFC,1
110,"Хорошая камера, игры, приложения",1
111,"Не скользкий, громкие динамик, звонок",1
112,"сама iOS ,т.е. её защищенность,в руке лежит замечательно,тонкий, заряжается просто мегабыстро,такой быстрой зарядки ещё ни на одном устройстве не встречал,за 1-1,5 часа может полностью зарядиться.Функционал достаточный, это если сравнивать с андроид, все можно найти в аппсторе необходимое. Ну конечно есть нюансы с заливкой контента видео и аудио, но простите, это не объязательно, имея нормальный тариф можно в онлайне шиковать. Камера ,просто чудо. Брал в поездку среднюю зеркалку, так уровень снимков не хуже,чтоб не таскать бандуру стал на него все снимать. Звук отличный, громче чем на ноутбуке. Экран не бликует на солнце, все прекрасно видно. Справляется со всеми задачами на ура. Молодцы купертинцы. Всем хорош аппарат!",1
